Conference,Year,Filename,Cite Title,Authors,Year,Venue,,,,Corrected Year,"Is Corrected 1£ºGhost, 0:Error"
Neurips,2025,4FUdUFvvmp,Diffurecsys: Diffusion-based generative modeling for sequential recommendation,Mohsen Majid Zolghadr;Jiawei Jamali;Zhang,2024,Proceedings of the ACM Web Conference (WWW),,,,,1
Neurips,2024,bdabb5d4262bcfb6a1d529d690a6c82b,DiffPO: A causal diffusion model for predicting potential outcomes of treatments,Yuchen Ma,2024,Advances in Neural Information Processing Systems,,,,,0
Neurips,2025,IIgVYnadfR,Diffsound: Differential sound manipulation with a few-shot supervision,Jeongseung Park;Minseon Yang;Minz Park;Geonseok Lee,2021,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops,,,,,1
Neurips,2025,dxK2QgEKvz,Diffusion mri-based fiber orientation distribution synthesis using gan-vae hybrid models,Sebastian,2025,Communications Biology,,,,2025,0
Neurips,2021,e5841df2166dd424a57127423d276bbe,"Discovering, predicting, and planning with objects",J Co-Reyes;R Veerapaneni;M Chang;M Janner;C Finn;J Wu;J Tenenbaum;S Levine,2019,International Conference on Machine Learning Workshop,,,,,1
Neurips,2022,4e9d8aeeab6120c3c83ccf95d4c211d3,Disambiguation of chinese polyphonic characters,Hong Zhang;Jiangsheng Yu;Weidong Zhan;Shiwen Yu,2001,The First International Workshop on MultiMedia Annotation (MMA2001),,,,,1
Neurips,2020,cae7115f44837c806c9b23ed00a1a28a,Discovering influence structure,Jalal Etesami;Negar Kiyavash,2016,IEEE ISIT,,,,2016,0
Neurips,2025,Lz5BUjArK4,Discriminative features for fast frame-based phoneme classification,Nitish Srivastava;Ruslan Salakhutdinov,2013,Neural networks,,,,,1
Neurips,2021,362c99307cdc3f2d8b410652386a9dd1,Distributed variance reduction with optimal communication,Peter Davies;Vijaykrishna Gurunathan;Niusha Moshrefi,2021,"Proceedings of the International Conference on Learning Representations, ICLR 2021. Full version available at",,,,,1
Neurips,2025,VN5bMTfSZS,Diverse Denoising: Exploring Noise Modulation in Diffusion Models,Author Li;Anotherauthor Wang,2023,Journal of Machine Learning Research,,,,,1
Neurips,2025,xs5aoDH3HX,Dnabert-2: Efficient and interpretable pre-trained language models for genomic sequences,Zhemin Zhou;Yuning Ji;Han Liu;Ramana Davuluri,2024,bioRxiv,,,,,1
Neurips,2025,CAz7UGRdLs,Dreamer: Efficient reinforcement learning through latent imagination,Danijar Hafner;Timothy Lillicrap;Jimmy Ba;Mohammad Norouzi,2020,International Conference on Machine Learning,,,,,0
Neurips,2024,e08e1a60c006ac3f0c9f953626b0f0c8,Dsplay: An efficient dynamic priority queue structure for discrete event simulation,Rick Siow;Mong Goh;Ian Li;-Jin Thng,2004,Proceedings of the SimTecT Simulation Technology and Training Conference,,,,,1
Neurips,2025,movsqor65f,Efficient low-rank adaptation with random matrices,D Kopiczko;T Blankevoort;Y Asano;Elora,2024,The Twelfth International Conference on Learning Representations,,,,,1
Neurips,2020,0a656cc19f3f5b41530182a9e03982a4,Dynamic Edge-Conditioned Graph Convolutional Network,M Simonovsky;N Komodakis,2017,IEEE Conf. on Computer Vision and Pattern Recognition (CVPR),,,,,0
Neurips,2025,yPC9zmkQgG,Dynamic programming selection of object proposals for sequence-level animal species classification in the wild,Hayder Yousif;Roland Kays;Zhihai He,2019,IEEE Transactions on Circuits and Systems for Video Technology,,,,,1
Neurips,2023,47fc64d05a394955b1ae2487bfef1ab0,Dynamicd: High-fidelity image generation via dynamic capacity adjustment of discriminator,Kaiyang Zhou;Han Zhang;Wenqi Xie;Yunpeng Chen;Hongtao Liu;Tong Zhang,2021,CVPR,,,,,1
Neurips,2025,nfZmQgxyyN,Early Recognition of Sepsis with Heteroscedastic Temporal Variational Autoencoders,M Moor;B Rieck;M Horn;C Jutzeler;K Borgwardt,2021,International Conference on Machine Learning (ICML),,,,2021,1
Neurips,2025,2Twzlf6qFv,Easyr1: A modular toolkit for reinforcement learning with language models,Yaowei Zheng;Junting Lu;Shenzhi Wang;Zhangchi Feng;Dongdong Kuang;Yuwen Xiong,2025,Proceedings of the 41st International Conference on Machine Learning (ICML),,,,2025,1
Neurips,2022,89e44582fd28ddfea1ea4dcb0ebbf4b0,Economic value of weather forecasts on transportation-impacts of weather forecast quality developments to the economic effects of severe weather,Vaino Nurmi;Adriaan Perrels;Pertti Nurmi;Silas Michaelides,2012,"Spyros Athanasatos, and Matheos Papadakis",,,,,1
Neurips,2025,4JLZsmWBJf,Efficient 3d gaussian splatting for real-time neural rendering,Bernd Kerbl;Thomas M¨¹ller;Paolo Favaro,2022,CVPR,,,,,1
Neurips,2025,onhjdWCxZY,Efficient graph data loading via gpu direct storage for large-scale gnn training,Yu Chen;Jian Tang;Yang Liu,,Proceedings of the 42nd International Conference on Machine Learning (ICML),,,,,1
Neurips,2024,48c368f105e8145b945227b73255635a,ELoRA: Efficient low-rank adaptation with random matrices,Jan Dawid;Tijmen Kopiczko;Yuki Blankevoort;Asano,2024,The Twelfth International Conference on Learning Representations,,,,,1
Neurips,2021,3ea2db50e62ceefceaf70a9d9a56a6f4,Efficient Robustness Certificates for Graph Neural Networks via Sparsity-Aware Randomized Smoothing,A Bojchevski;J Klicpera;S G¨¹nnemann,2020,"37th International Conference on Machine Learning, ICML",,,,,0
Neurips,2020,99e314b1b43706773153e7ef375fc68c,Efficient Robustness Certificates for Graph Neural Networks via Sparsity-Aware Randomized Smoothing (see URL for an anonymous preprint of the accepted paper),A Bojchevski;J Klicpera;S G¨¹nnemann,2020,"37th International Conference on Machine Learning, ICML 2020",,,,,0
Neurips,2021,a613863f6a3ada47ae5bca2a558872d1,End-to-end driving via conditional behavior cloning,Felipe Codevilla;Matthias Miiller;Antonio L¨®pez;Vladlen Koltun;Alexey Dosovitskiy,2018,2018 IEEE International Conference on Robotics and Automation (ICRA),,,,,1
Neurips,2025,Zb3QO7HLIj,EST: Event spatio-temporal transformer for object recognition with event cameras,Zhipeng Zhang;Chang Liu;Shihan Wu;Yan Zhao,2023,"ICASSP 2023 -2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,,,,1
Neurips,2025,6ZkcC9NmGU,Estimating the gradients of the log-density,A Hyv?rinen,2005,Advances in Neural Information Processing Systems (NeurIPS),,,,,1
Neurips,2024,4ee3ac2cd119023c79b0d21c4a464dc7,Eugene2023collectiveized multi-agent settings,E Vinitsky;R K?ster;J Agapiou;E Du¨¦?ez-Guzm¨¢n;A Vezhnevets;J Leibo,,Collective Intelligence,,,,,1
Neurips,2025,LNsGnfXS2V,Evaluation of informational complexity of mathematicalprogramming programs,Db Iudin;S Arkadi;Nemirovskii,1977,Matekon,,,,,1
Neurips,2025,Zb3QO7HLIj,Event-based harris corner detection for neuromorphic vision sensors,Valentina Vasco;Arren Glover;Chiara Bartolozzi,2016,2016 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),,,,,0
Neurips,2025,Zb3QO7HLIj,Eventgts: Event-based graph tracking system with spatio-temporal pyramid attention,Lei Shi;Yezhou Wang;Shang Xu,2023,Proceedings of the IEEE/CVF International Conference on Computer Vision (ICCV),,,,,1
Neurips,2025,GPTI9GNAYH,Evit: Eliminating redundant visual tokens for efficient vision transformer,Hao Liang;Xiaoyu Shen;Yujing Zhu;Zhihao Huang;Zhiqiang Wang;Feng Huang,,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,1
Neurips,2024,a102dd5931da01e1b40205490513304c,"Examples for Memorization of Single Neurons To illustrate that some single neurons are responsible for memorizing multiple training prompts, we generated images with and without these specific neurons deactivated",,1985,Watch: Passion Pit's New Video,,,,,1
Neurips,2025,x0i7wvRLHK,"Existence, computation, and implications of Rashomon sets",Lesia Semenova;Cynthia Rudin;Ron Parr,2022,Machine Learning,,,,,1
Neurips,2023,7945ab41f2aada1247a7c95e75cdf6c8,Experiments in sentiment classification of movie reviews in spanish,Fermin L Cruz;Jose Troyano;Fernando Enriquez;Javier Ortega,2008,Procesamiento del Lenguaje Natural,,,,,1
Neurips,2025,xdNAVP7TGy,FAFO: Lossy KV cache compression for lossless inference acceleration via draftless fumble decoding,Anonymous,2025,Submitted to The Fourteenth International Conference on Learning Representations,,,,,1
Neurips,2025,VN5bMTfSZS,Feature importance for machine learning rediscovers known pathophysiology in glaucomatous optic nerve head,Stefan Maetschke,2019,Investigative Ophthalmology & Visual Science,,,,,1
Neurips,2025,LP4Q7tPMbs,Fedclip: A federated learning framework for vision-language models,Yijie Zang,2023,NeurIPS,,,,,1
Neurips,2025,uih8cWS3JF,Flow complexity and heavytailed delays in packet networks,Fran?ois Baccelli;H G¨¦rard;Etienne Tach¨¦;Altman,2002,Performance Evaluation,,,,,1
Neurips,2025,1amnhVRQ3l,Grounded decoding with visual descriptions reduces hallucination in large vision-language models,Sarthak Ghosh;Ben Lee;Jean-Baptiste Alayrac;Xuhong Zhai;Christoph Feichtenhofer;Joao Carreira;Ishan Misra,,International Conference on Learning Representations (ICLR),,,,,1
Neurips,2022,495e55f361708bedbab5d81f92048dcd,Forced vibrations with variable natural frequencies and their technical significance,G Duffing,1918,F. Vieweg und Sohn,,,,,1
Neurips,2025,KQTp6ljvlo,Frequency domain mixing for long-tailed ssl,Zhiwei Xu;Yifan Li;Zhe Zhang,2021,CVPR,,,,,1
Neurips,2025,pGRjDetCDM,Fused gromov-wasserstein distances for structured data,Tristan Vayer;Ludovic Chapel;R¨¦mi Flamary;R¨¦mi Tavenard;Nicolas Courty,2019,Proceedings of the 36th International Conference on Machine Learning (ICML),,,,,1
Neurips,2025,GPTI9GNAYH,Gaborvit: Global attention with local frequency awareness,Lele Xu;Chen Lin;Hongyu Zhao,,European Conference on Computer Vision (ECCV),,,,,1
Neurips,2020,d2dc6368837861b42020ee72b0896182,Gbm segmentation with 3d u-net and survival prediction with radiomics,Ujjwal Baid;Abhishek Mahajan;Sanjay Talbar;Swapnil Rane;Siddhesh Thakur;Aliasgar Moiyadi;Meenakshi Thakur;Sudeep Gupta,2018,International MICCAI Brainlesion Workshop,,,,,1
Neurips,2025,Zb3QO7HLIj,GEC-Net: Graph-embedded event camera classification,Zhao Bi;Aayush Chadha;Ahmed Abbas,2020,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),,,,,1
Neurips,2025,VswQY0peMr,Generalizing hamiltonian mechanics with learned symplectic structure,Marc Finzi;Samuel Stanton;Pavel Izmailov;Andrew Gordon;Wilson,2020,International Conference on Machine Learning (ICML),,,,,1
Neurips,2021,0397758f8990c1b41b81b43ac389ab9f,Generating Random Rotations,Rwm Wedderburn,1975,Research Report,,,,,1
Neurips,2021,a613863f6a3ada47ae5bca2a558872d1,Generative adversarial behavior cloning,Jonathan Ho;Stefano Ermon,2016,Advances in Neural Information Processing Systems,,,,,1
Neurips,2025,WQb0YrFl3H,Generative adversarial networks for hyper-realistic avatar creation,Min-Jun Lee;Soo-Young Kim,2022,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,1
Neurips,2025,VswQY0peMr,Geometric constraints in molecular simulations via differential geometry,James Townsend;Eric Vogeley;Christoph Wehmeyer;Frank No¨¦,2021,Journal of Chemical Physics,,,,,1
Neurips,2023,1ec408df112bc9b186d7b8fe0ada902a,Geon differences during recognition are more salient than metric differences,E Cooper;I Biederman,1993,34th Annual Meeting of the,,,,,1
Neurips,2025,PhHrlDKcx1,Gflownet-em for sequential structured prediction,Ling Pan;Nikolay Malkin;Dinghuai Zhang;Yoshua Bengio,,International Conference on Machine Learning (ICML),,,,,1
Neurips,2025,ROfYsQ2KNV,Global context-aware code summarization,V Hellendoorn;Z Ye;C Shipwright;J Gilmer;D Tarlow,,IEEE/ACM International Conference on Software Engineering (ICSE),,,,,1
Neurips,2025,XEGDKcoQQ1,Goal-conditioned diffusion policies for robotic manipulation,B Emami;D Ghosh;A Zeng;S Levine,,Conference on Robot Learning (CoRL),,,,,1
Neurips,2025,pGRjDetCDM,Gpsa: Gene expression and histology-based spatial alignment,David Jones,2023,Nature Methods,,,,2023,1
Neurips,2025,qmbG6u7DK0,Graph continual learning: Challenges and benchmarks,W Jiang;X Li;J Zhang,,Proceedings of the 38th International Conference on Machine Learning (ICML),,,,,1
Neurips,2025,tGLZj8GWx3,Graphs with bounded radial order are small,David Eppstein,1995,Proceedings of the 3rd Annual European Symposium on Algorithms (ESA),,,,,1
Neurips,2025,iO2wfcFfHK,Grat: a formally verified (un) sat proof checker,P Lammich,2023,SAT COMPETITION 2023,,,,,1
Neurips,2025,xs5aoDH3HX,Grover: A byte-pair encoded genomic language model learns regulatory elements,Raymond Sanabria;Soobin Kim;Jacob Linder;Anshul Kundaje,2024,bioRxiv,,,,,1
Neurips,2024,450c10220669b024e46d638bfe347558,Guaranteed margins for LQG regulators,John Doyle,2003,IEEE Transactions on automatic Control,,,,,1
Neurips,2025,jvObbvshjE,GUDHI User and Reference Manual,T Project,2025,GUDHI Editorial Board,,,,,1
Neurips,2025,xud9JYzgSp,Handling ambiguity in natural language code generation,Li Shen;Yicong Xu;Hongbo Wang,2022,Transactions of the Association for Computational Linguistics,,,,,1
Neurips,2024,05fbf28602c5c2c994499db18363fbbb,Handling missing modalities in multimodal representations using bipartite graphs,Zhu You,2020,ICLR,,,,,1
Neurips,2025,uih8cWS3JF,Heavy-tailed distributions in online ad response: A marketing analytics perspective,Saravanan Jebarajakirthy;Paurav Shukla;Prashant Palvia,2021,Journal of Business Research,,,,,1
Neurips,2025,uih8cWS3JF,Heavy-tailed distributions in the amplitude of neural oscillations,James Roberts;A L¨¢szl¨®;Brenton Varnai;David Houghton;Hughes,2015,Journal of Neuroscience,,,,,1
Neurips,2025,YGIbwfNWot,Hierarchical protocols for multi-agent 3d scene understanding,Erfan Aghasian;Shai Avidan;Piotr Dollar;Justin Johnson,2021,CVPR,,,,,1
Neurips,2024,49fb58cfd482a33619d48a5c5910cf3c,Hypoxia imaging with fazapet: A new approach for target definition in glioblastoma multiforme,Anca-Ligia Grosu;Michael Souvatzoglou;Beate Roper,2005,International Journal of Radiation Oncology,,,,,1
Neurips,2024,f2b86cbc0b3e31dd001aeb516afbe1e2,Human genomic variation and its effect on cellular fitness,A Kelly;Frazer,2016,Genome Medicine,,,,,1
Neurips,2021,5291822d0636dc429e80e953c58b6a76,Hybrid modeling and simulation of biological systems,R Alur;C Belta;F Ivancic;V Kumar;M Mintz;G Pappas;H Rubin;J Schug;G Pappas,2001,Hybrid Systems: Computation and Control,,,,,1
Neurips,2025,BND9CutZf6,Hyperbolic and spherical embeddings for long-tail entities,Ming Zhong;Han Liu;Weizhu Zhang;Houyu Wang;Xiang Li;Maosong Sun;Xu Han,2021,ACL,,,,,1
Neurips,2025,BpSGN4pErp,Impacts of mesoscale eddies on ocean nutrient distributions: a review of mechanisms and the role of high-resolution modeling,Matthew Paul A Sandery;Peter Chamberlain;Andrew Oke;Kiss,2020,Ocean Modelling,,,,,1
Neurips,2024,c3738949a80306cc48a8ea8ba0560f9d,Improved meteorological ensemble forecast for tropical cyclone tracks in the philippines,Thomas Benschop;Bernardino Cabrera;Cristine Marzan,2019,Weather and Forecasting,,,,,1
Neurips,2023,82d3258eb58ceac31744a88005b7ddef,"Improving accuracy by voting classification algorithms: Boosting, bagging, and variants",R Kohavi,1998,Workshop on Computation-Intensive Machine Learning Techniques,,,,,1
Neurips,2025,QzOBE4mi2N,Improving category discovery when no representation rules them all,Sagar Vaze;Andrea Vedaldi;Andrew Zisserman,2023,NeurIPS,,,,2023,0
Neurips,2023,e6789e468c65a7816760a00a487d3c4e,Improving category discovery when no representation rules them all,Sagar Vaze;Andrea Vedaldi;Andrew Zisserman,2023,Advances in Neural Information Processing Systems,,,,,0
Neurips,2024,ad30b5f8274286c4ee12de843f03a07f,Influence of compressor degradation on optimal load-sharing,Marta Zagorowska;Nina Thornhill,2020,Computers and Chemical Engineering,,,,,0
Neurips,2024,7d60f19a8e5766910fd1798dc953869a,Integrating structural and functional connectivity using graph convolutional networks,Michael Jones;Sarah Brown,2020,Frontiers in Neuroscience,,,,,1
Neurips,2025,oIpRvQkrH9,Invert your prompt: Editing-aware diffusion inversion,Y Xu;W Shao;Y Du;Y Zhou;J Xie;P Luo;S He,2025,International Journal of Computer Vision,,,,,1
Neurips,2021,4ae67a7dd7e491f8fb6f9ea0cf25dfdb,Just interpolate: Kernel "ridgeles" regression can generalize,T Liang;A Rakhlin,2019,Annals of Statistics,,,,,0
Neurips,2022,421fa4f5e0bef2f044f1f4616fd17343,Keeping neural networks simple by minimising the description length of weights,G Hinton;Drew Van Camp,1993,Proceedings of COLT-93,,,,,0
Neurips,2021,a2915ad0d57ca8c644f99f9c3f20a918,Keeping neural networks simple by minimising the description length of weights,G Hinton;Drew Van Camp,1993,Proceedings of COLT-93,,,,,0
Neurips,2023,46d26daeb05fbbcfe5f3d8f7ca756e16,KeyIn: Keyframing for Visual Planning,Karl Pertsch;Oleh Rybkin;Jingyun Yang;Shenghao Zhou;Kosta Derpanis;Joseph Lim;Kostas Daniilidis;Andrew Jaegle,2020,Conference on Learning for Dynamics and Control,,,,,1
Neurips,2025,upU88pUpzX,Kernel methods for remote homology detection,- Shawe;N Taylor;Cristianini,2004,KDD,,,,,1
Neurips,2022,4b7439a4ab0b8e4bcb4e2412c6a10a58,Large-scale multi-disciplinary mass optimization in the auto industry,D Jones,2008,MOPTA 2008 Conference,,,,,1
Neurips,2021,a0d3973ad100ad83a64c304bb58677dd,Large-scale multi-disciplinary mass optimization in the auto industry,D Jones,2008,MOPTA 2008 Conference,,,,,1
Neurips,2025,sJd4DpYOis,Larger LLMs Llama-3-70B-instruct,Jiang,2023,Methods of Ensembling Base LLMs GF,,,,,1
Neurips,2024,4ae74049d83240399df9772017bfa046,Logtrans: A log sparse transformer network for sequential recommendation,Jianxin Ma;Peng Kang;Xiaojie Wang;Mengshuo Wang;Weinan Zhang;Yong Yu,2020,Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval,,,,,1
Neurips,2025,qmbG6u7DK0,Learning private aggregation for federated learning via attentive message passing,Y Ji;X Chen;Y Wang;T Yang;M Xu;D Jin;Y Wang,,Proceedings of the 39th International Conference on Machine Learning (ICML),,,,,1
Neurips,2025,ROfYsQ2KNV,Learning the graphical structure of scene graphs,D Xu;Y Zhu;C Choy;L Fei-Fei,2021,IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,,1
Neurips,2025,emM7U3WKMO,Learning with curriculum-based sample mining for deep metric learning,Joshua Robinson;Ching-Yao Chuang;Ganesh Santhanam;Stefanie Jegelka;Suvrit Sra,2020,European Conference on Computer Vision (ECCV),,,,,1
Neurips,2025,AmZ7uHDJiR,Lightglue: Feature matching under adverse conditions,X Sun;O K?hler;K Sattler,2023,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,1
Neurips,2025,6Mah2bx7ZI,LLM training data synthesis for more effective problem solving using satisfiability modulo theories,Timofey Fedoseev;Dimitar Iliev Dimitrov;Timon Gehr;Martin Vechev,2024,The 4th Workshop on Mathematical Reasoning and AI at NeurIPS'24,,,,2024,0
Neurips,2025,KaYMGsnZ4R,LLM training data synthesis for more effective problem solving using satisfiability modulo theories,Timofey Fedoseev;Dimitar Iliev Dimitrov;Timon Gehr;Martin Vechev,2024,The 4th Workshop on Mathematical Reasoning and AI at NeurIPS'24,,,,,1
Neurips,2024,d6520fa7f71dc8e09ed5939a60a64218,Local adaptation for alignment in federated learning,Matias Mendieta;Shiori Sagawa;Akito Makino,2022,Conference on Neural Information Processing Systems,,,,,1
Neurips,2025,JzWtqd9CGJ,Magnetic mirror descent self-play preference optimization,Mingzhi Wang;Chengdong Ma;Qizhi Chen;Linjian Meng;Yang Han;Jiancong Xiao;Zhaowei Zhang;Jing Huo;Weijie Su;Yaodong Yang,2025,Proceedings of the 13th International Conference on Learning Representations,,,,,1
Neurips,2025,yFerzf9v1b,Low-latency visual slam with event cameras for ar/vr headsets,J Hidalgo-Carri¨®;T Sch?ps;D Gehrig;H Rebecq;D Scaramuzza,2021,IEEE International Symposium on Mixed and Augmented Reality (ISMAR),,,,,1
Neurips,2025,t7NLyOtPEi,Low-quality and missing data handling in power grids using neural networks,Jian Li;Ming Zhao;Kai Zhang,2024,IEEE Transactions on Smart Grid,,,,,1
Neurips,2023,e6057bf047bcc5f86ebf4e8db6e24a1f,Lpboost: A boosting algorithm with linear programming,Ayhan Demiriz;Kristin Bennett;John Shawe-Taylor,2002,International Conference on Machine Learning,,,,,1
Neurips,2025,emM7U3WKMO,Maintaining discriminative features in batch normalization for deep face recognition,Lei Zhao;Shengcai Xie;Yu Gao;Jinhui Tang,2020,European Conference on Computer Vision (ECCV),,,,,1
Neurips,2025,4JLZsmWBJf,Matching real-world material appearance,Punchana Khungurn;Edward Adelson;Julie Dorsey;Holly Rushmeier,2015,TPAMI,,,,,1
Neurips,2025,Iicv9iTPcU,Medfuse: Multi-modal fusion with clinical timeseries data and chest x-ray images,Nasir Hayat;J Krzysztof;Farah Geras;Shamout,2022,Machine Learning for Healthcare Conference,,,,,1
Neurips,2025,6ZkcC9NmGU,Measure of Asymptotic Efficiency for Statistical Tests,H Chernoff,1952,Annals of Mathematical Statistics,,,,1952,1
Neurips,2022,1585da86b5a3c4fb15520a2b3682051f,MetaDL challenge design and baseline results,A Baz;I Guyon;Z Liu;J Van Rijn;S Treguer;J Vanschoren,2021,Proceedings of Machine Learning Research,,,,2021,1
Neurips,2025,Zfk5IoAtP0,Miccai multi-atlas labeling beyond the cranial vault-workshop and challenge,Zhoubing Bennett Landman;J Xu;Martin Igelsias;T Styner;Arno Langerak;Klein,2015,Proc. MICCAI Multi-Atlas Labeling Beyond Cranial Vault-Workshop Challenge,,,,,1
Neurips,2025,uih8cWS3JF,Modeling heavy-tailed conversion values in real-time bidding,Yong-Kyu Choi;Erko Van Der Laan;Omar Ghattas,2020,ACM International Conference on Web Search and Data Mining (WSDM),,,,,1
Neurips,2025,II0T40Q785,Modeling and control of freeway traffic flow by state space neural networks,Bart De;Schutter;Serge Hoogendoorn,2008,Neural Computing and Applications,,,,,1
Neurips,2025,REIo9ZLSYo,Modeling memory effects in neural language models,J Alexander;Roger Oh;Richard Levy;Futrell,2022,NAACL,,,,,1
Neurips,2024,26289c647c6828e862e271ca3c490486,Modern efficient numerical approaches to regularized regression problems in application to traffic demands matrix calculation from link loads,Anikin;Dvurechensky;Gasnikov;Golov;Yu Gornov;M Maximov;Mendel;Spokoiny,2015,Proceedings of International conference ITAS-2015,,,,,1
Neurips,2022,4a22ceafe2dd6e0d32df1f7c0a69ab68,MODERATO: an object-oriented decision model to help on irrigation scheduling for corn crop,Ph Je Bergez;Debaeke;B Deumier;D Lacroix;P Leenhardt;Leroy;Wallach,2001,Ecological modelling,,,,,1
Neurips,2025,RSSk1SHxrH,Monotone set functions and their generalizations,Hamzeh Agahi;Yong Ouyang,2020,Generalizes monotonicity to fuzzy sets and hybrid integrals,,,,,1
Neurips,2024,93f250215e4889119807b6fac3a57aec,Msra-sr: Image super-resolution transformer with multi-scale shared representation acquisition,Xiaoqiang Zhou;Huaibo Huang;Ran He;Zilei Wang;Jie Hu;Tieniu Tan,2023,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,,,1
Neurips,2025,VN5bMTfSZS,MuLAN: Learning to Denoise with Adaptive Noise Schedules,Firstname Author;Secondname Author,,Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR) (2024),,,,,1
Neurips,2025,f4GBN307sm,Multi-agent reinforcement learning using shared potential-based advice,Tim Brys;J?rg Denzinger;Ann Now¨¦,2014,International Conference on Autonomous Agents and Multiagent Systems (AAMAS),,,,,1
Neurips,2025,S82Afyfbj3,Multi-task learning meets long-tailed recognition: A unified framework,Debasmit Das Mahapatra;P Srijith;Balaraman Ravindran,2022,Winter Conference on Applications of Computer Vision (WACV),,,,,1
Neurips,2025,ei20AX8EkP,Neural causal representation learning for high-dimensional time series,Yuxin Xia;Peihao Yang;Zhen Xu;Yanbo Li;Yong Xue,2024,International Conference on Learning Representations,,,,,1
Neurips,2022,1ed4723f12853cbd02aecb8160f5e0c9,Multidimensional density smoothing with p-splines,H Paul;Brian Eilers;Marx,2006,Proceedings of the 21st international workshop on statistical modelling,,,,,1
Neurips,2024,7d60f19a8e5766910fd1798dc953869a,Multimodal fusion of structural and functional connectivity for brain network analysis,John Smith;Emily Johnson,2021,Neuroinformatics,,,,,1
Neurips,2024,7d60f19a8e5766910fd1798dc953869a,Multimodal fusion techniques for joint analysis of structural and functional brain connectivity,Li Wang;Wei Zhang,2019,IEEE Transactions on Medical Imaging,,,,,1
Neurips,2025,uBaFH7aQnC,Needle in a haystack -pressure testing llms,G Kamradt,2023,GitHub repository,,,,,1
Neurips,2023,3d7259031023c5aa463187c4a31c95c8,Neural scene rasterization for large scene rendering in real time,Yun Jeffrey Yunfan Liu;Ze Chen;Jingkang Yang;Sivabalan Wang;Raquel Manivasagam;Urtasun,,The IEEE International Conference on Computer Vision (ICCV),,,,,1
Neurips,2025,AmZ7uHDJiR,Neuralrgb-d: Neural representations for depth estimation and scene mapping,Z Zhu;T Yu;X Zhang;J Li;Y Zhang;Y Fu,2022,Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition,,,,,1
Neurips,2023,4732d425125832887f6c5a9675d49ead,Nh-rep: Neural halfspace representations for implicit conversion of b-rep solids,Hao-Xiang;Liu Guo;Hao Yang;Baining Pan;Guo,,ACM Transactions on Graphics,,,,,1
Neurips,2024,86655bc516148e311bcfcf88f1744de7,Nonlinear spacecraft formation flying using constrained differential dynamic programming,Tomohiro Sasaki;Koki Ho;Glenn Lightsey,2022,Proceedings of AAS/AIAA Astrodynamics Specialist Conference,,,,,1
Neurips,2020,b6f8dc086b2d60c5856e4ff517060392,Non-crossing multiple-index quantile regression,Chen Dong;Shujie Ma;Liping Zhu;Xingdong Feng,2020,SCIENTIA SINICA Mathematica,,,,2020,1
Neurips,2022,ce208d95d020b023cba9e64031db2584,Nonrecursive digital filter design using the i_0-sinh window function,F James;Kaiser,1974,"Proc. 1974 IEEE International Symposium on Circuits & Systems, San Francisco DA",,,,,1
Neurips,2020,3a30be93eb45566a90f4e95ee72a089a,Note sur la convergence de directions conjug¨¦es,G Ribi¨¨re;E Polak,1969,Rev. Francaise Informat Recherche Opertionelle,,,,1969,1
Neurips,2024,84409c45a0defe347c895b004b1c675b,O logice tr¨®jwarto?ciowej (On three-valued logic),Jan ?ukasiewicz,1920,Studies in Logic,,,,,1
Neurips,2020,f5b1b89d98b7286673128a5fb112cb9a,On curve fitting and optimal design for regression,A O'hagan,1978,J. Royal Stat. Soc. B,,,,1978,1
Neurips,2023,ee56aa4fe26a189782f507d843fd5272,On functions with uniformly distributed fractional parts,N Korobov,1948,Dokl. Akad. Nauk SSSR,,,,1948,1
Neurips,2024,286d67ff96f99c614f75dbcfb72a3e5f,On posterior probabilities concerning a fuzzy information,H Tanaka;G Sommer,1977,Inst. f¨¹r Wirtschaftswissenschaften,,,,1977,1
Neurips,2020,5a378f8490c8d6af8647a753812f6e31,"On semiamarts, amarts, and processes with finite value",Ulrich Krengel;Louis Sucheston,1978,Advances in Prob,,,,1977,1
Neurips,2024,2847d43f17410c5beb25b2736c3ae778,On statistical estimation of entropy of a random vector. problems inform,L Kozachenko;N Leonenko,1987,Transmission,,,,1987,1
Neurips,2022,ee81a23d6b83ac15fbeb5b7a30934e0b,On the analytical representability of so-called arbitrary functions of a real variable,K Weierstrass,1885,Meeting reports of the Royal Prussian Academy of Sciences in Berlin,,,,1885,1
